text,embeddings
style | Modern minimalist,"[0.026614545, 0.039145295, 0.058075283, 0.008764802, -0.020516993, 0.002824783, -0.0025294926, -0.08277468, 0.0020503942, 0.003252215, -0.027465532, -0.0050917203, 0.008440196, -0.009370461, 0.0054827137, -0.005977547, -0.01228535, 0.0014113332, -0.019998873, 0.0077572986, 0.016934978, -0.018200507, 0.012910529, 0.01867181, 0.006008412, -0.0005120729, 0.021423869, -0.0005639059, -0.020297756, -0.024410289, 0.019347733, -0.054784644, 0.014682888, 0.0035532902, -0.050678354, -0.01075975, 0.017705832, -0.015850944, -0.0039468342, 0.006296089, -0.005694377, 0.016022889, 0.00956575, 0.008590369, 0.017757548, -0.008062267, -0.028645178, -0.0036657946, 0.009378696, 0.023540614, -0.00024131735, -0.031880327, 0.0012035137, -0.008889696, 0.007843001, 0.025756113, 6.882636e-05, 0.008258803, -0.022913748, 0.022205397, -0.036534563, -0.0012951345, -0.026569072, -0.015590676, 0.003139416, 0.0024428037, 0.04349499, -0.022061957, 0.025818933, 0.022230392, -0.012432316, -0.024866577, 0.031655308, 0.027322795, -0.0012395899, 0.020087592, 0.02534718, 0.028298238, 0.006654051, -0.027945068, 0.013948081, -0.025527459, 0.00011882493, 0.021641593, 0.005487306, -0.015094711, 0.040994167, -0.038309302, -0.031766552, -0.008628186, -0.010914767, -0.025749533, -0.10669881, -0.0016208915, -0.0044373493, -0.020890534, 0.030920256, 0.012040297, 0.028791863, -0.0064245556, 0.0038506703, -0.024727779, 0.015059923, -0.009135199, -0.0028698507, 0.010119493, 0.0012079302, 0.0140336575, 0.027716372, -0.006636958, 0.0076286863, 0.03226712, 0.019667113, 0.03354183, -0.023807928, -0.012476236, 0.018574335, -0.019938061, 0.005888226, 0.02180645, 0.012927787, 0.0061327456, 0.0376693, -0.02793669, 0.013819423, -0.05438838, -0.0350438, 0.006253303, 0.021395471, -0.017329078, -0.009253213, -0.016315298, 0.012826658, 0.5850703, 0.00087758154, -0.013273036, -0.011304651, 0.061118342, 0.0005830027, 0.019404033, -0.032108665, -0.010324437, 0.0064041233, 0.03174525, -0.009114268, 0.01333091, 0.011438809, -0.042758264, -0.00843577, 0.0011126493, -0.003822234, -0.00917696, 0.04246449, 0.0004380663, 0.010317189, -0.040121935, -0.031118615, -0.018024538, 0.024810506, 0.0018014392, -0.008945246, 0.001265156, -0.023594966, -0.021267148, -0.036914494, -0.020597281, -0.003610898, -0.01680873, -0.00240508, 0.032445263, -0.006475669, -0.0012342586, -0.017128246, 0.012042276, 0.02764397, 0.024251163, 0.011033254, 0.0030730823, -0.0004644878, -0.026242796, 0.0026483517, 0.011308, 0.02596672, 0.0063866214, -0.02869486, -0.011214027, -0.022718826, -0.003907997, -0.00010870561, 0.027626641, 0.002259608, -0.018122826, -0.02307447, -0.032196637, -0.038676474, 0.009707934, 0.0060111387, 0.035291035, -0.049928226, 0.025132084, 0.011748296, -0.019638686, 0.0008731203, -0.038112607, -0.018258043, -0.019403778, 0.025067002, 0.0025844215, 0.019813161, -0.007353059, 0.012759376, 0.068838805, 0.02359811, 0.005805015, -0.03317196, -0.047615968, 0.007818648, 0.022856306, 0.056081433, -0.0053690234, 0.0007696931, -0.03384508, -0.0145473005, 0.009015869, -0.017552504, 0.01994207, 0.0054123974, 0.0061497013, -0.020279175, -0.022442963, 0.018469382, 0.002759365, -0.008735642, 0.029493598, 0.005291753, 0.026172949, 0.013325606, 0.026291916, 0.0150053445, 0.010746831, 0.008593716, 0.0104732, 0.006940575, 0.020948498, 0.016367592, 0.07968238, -0.008031119, -0.0010808674, -0.013347421, -0.014077808, 0.0054994943, 0.014471073, -0.007732711, 0.02202409, 0.03154315, 0.02647589, 0.05871062, 0.006240024, -0.014708583, -0.003183516, -0.02325965, 0.016727414, -0.0043648127, 0.023920724, 0.030627672, 0.010822403, -0.04487159, 0.008389629, -0.0036570444, 0.025492258, -0.00415385, 0.019888964, -0.0052467706, -0.03478269, 0.0031425213, 0.010697577, 0.01773361, -0.0063208514, 0.021703493, -0.009552198, 0.029289998, 0.021957329, -0.043174222, 0.008482182, -0.014838611, -0.02638699, -0.011251687, -0.0015042226, -0.01288704, 0.013550022, 0.0069656665, -0.015650013, 0.011816163, 0.031005735, -0.020810822, 0.01957792, -0.021764709, 0.051394757, -0.017997265, 0.004963979, 0.0040233373, -0.012283142, 0.02505052, 0.031033712, 0.011744447, -0.0154793495, 0.0120035745, 0.008263778, 0.007719969, -0.012578888, 0.011790873, 0.012206998, 0.584246, 0.0005205856, 0.023407746, 0.027242376, 0.053107172, -0.024501858, 0.020056685, -0.056067172, 0.014389291, 0.026684549, 0.021174785, -0.002192728, 0.0070198798, -0.01491399, -0.018755373, -0.04996526, 0.022135416, -0.16993575, -0.03895236, 0.028407319, -0.013534689, -0.06368552, -0.036205977, 0.0013937302, -0.007685716, 0.008073302, 0.0018182092, 0.012346057, -0.040292196, -0.011000255, -0.011232143, -0.0004008739, 0.013925309, -0.012258114, 0.009426933, 0.016441884, 0.012772079, -0.02972298, 0.041799743, 0.00062341295, -0.01770345, 0.010570618, -0.027570711, -0.052037146, -0.02973583, -0.0061886352, -0.0070423186, 0.008073474, -0.021381635, -0.01265109, 0.026911978, 0.01960754, 0.015079842, -0.00269302, 0.02751773, 0.01006424, 0.010725739, -0.035341498, -0.0044327877, 0.013263324, 0.018680736, 0.013933533, 0.008735028, -0.00097352493, -0.0029107318, -0.028258257, 0.021157876, 0.005991885, -0.019738587, -0.056967646, 0.0070811617, 0.002367511, 0.043182623, -0.029199075, 0.0069416254, -0.01447595, -0.014673137, 0.03248824, -0.021826511, 0.03592864, 0.01662382, 0.02136633, -0.022942705, -0.024120782, 0.025535034, -0.019092878, 0.0046344493, 0.0641138, 0.028986104, -0.010193745, 0.05193834, -0.045570128, -0.016503138, 0.014134221, 0.007844933, -0.0077366508, -0.026402, 0.0021601385, 0.041404117, 0.00784797, 0.026942875, 0.036288463, 0.03839711, -0.0021441244, -0.024326451, -0.003534565, 0.0050520943, 0.013509167, 0.025527356, 0.014613185, -0.02388124, -0.035611827, 0.0036496236, -0.01576986, 0.013332094, 0.036865838, -0.034933593, 0.0022500916, 0.0056993323, -0.015142715, 0.023854727, 0.025611779, -0.010037328, -0.015332395, 0.02860376, 0.0008744674, 0.02135655, 0.003269236, -0.015242214, 0.0217768, 0.02057314, -0.011335275, -0.016123211, 0.0039823907, -0.03549057, 0.010042903, 0.0053515304, 0.032586, 0.0029528567, -0.038825776, -0.023514288, 0.021376634, 0.061993286, -0.028956285, 0.018129697, -0.026494682, 0.013700015, -0.0053401934, 0.025608009, -0.011752353, 0.03386997, 0.03096604, 0.00397815, 0.0009349987, -0.002776463, 0.010201643, -0.0079897605, -0.009960578, -0.00036764363, -0.007575352, 0.026158711, -0.016089452, -0.01667074, -0.021883499, -0.0030645498, -0.0076112053, 0.00585986, 0.01324383, -0.008151399, -0.046491083, -0.011469638, -0.03970758, 0.027643876, 0.020376552, -0.014642292, 0.0014476095, -0.0132887885, 0.032492194, 0.03705747, 0.028769981, 0.031495664, 0.08734714, 0.051553432, 0.0027011936, -0.0069372, -0.00028298856, 0.0031830939, -0.01690402, -0.013572007, -0.001685126, -0.012919381, 0.0014173915, 0.07557824, -0.0020475995, 0.001787925, 0.0093918685, -0.013262298, 0.016015358, -0.002782231, -0.02361266]"
style | Sleek minimalist modern,"[0.03267476, 0.032845963, 0.040562246, 0.013480984, -0.020464122, -0.0013733152, -0.00238088, -0.07058644, 0.018752666, -0.0055218264, -0.022859361, 0.0039711343, 0.018933816, -0.010501711, 0.012599299, -0.0011161743, -0.0049385726, 0.0030144467, -0.022129072, 0.030067686, -0.0009616546, -0.008948873, 0.003603504, 0.016174152, 0.013708538, -0.014673819, 0.018141901, -0.0020924816, -0.029666876, -0.02563695, 0.02471025, -0.041029077, 0.022822574, 0.008511083, -0.04805964, -0.0072215023, 0.009362586, -0.009026769, -0.0112515725, 0.017418677, -0.0037328987, 0.01025753, 0.017050752, 0.005937119, 0.015005888, -0.016433453, -0.01739043, -0.006505289, 0.007779285, 0.0119011905, -0.007162552, -0.028744955, 0.0034631651, -0.00066013035, 0.022123402, 0.017444378, 0.0018213363, 0.007987345, -0.014110382, 0.027131252, -0.037819132, 0.003194786, -0.015941985, 0.0018904933, -0.0042363964, 0.01469368, 0.032539386, -0.030968457, 0.04435412, 0.02900654, -0.0071431994, -0.018481443, 0.025137788, 0.019555442, 0.00349836, 0.018034635, 0.009497909, 0.019785514, 0.0048793373, -0.028488, 0.012506528, -0.009814668, -0.012168194, 0.02173553, 0.0015480306, -0.020952135, 0.05019348, -0.04321344, -0.030095883, -0.0091347275, -0.0123900585, -0.026078666, -0.09482425, -0.008594974, -0.009388069, -0.030147687, 0.027277185, 0.014259287, 0.034368806, -0.0072422884, 0.0012536355, -0.03750262, 0.010032906, -0.0005877622, -0.00045644218, 0.0068161255, 0.003571658, 0.019637851, 0.021696905, -0.0069217216, 0.0009790349, 0.026171729, 0.025635848, 0.027056132, -0.024586717, -0.0034072849, 0.023783643, -0.010393073, 0.008641321, 0.024285745, 0.019727988, 0.012032799, 0.03457528, -0.023970822, 0.014471144, -0.043505605, -0.03348551, 0.004439105, 0.01711778, -0.022626074, -0.013613449, -0.022459572, 0.022315934, 0.5834308, 0.009731714, -0.01989478, -0.012089893, 0.068316765, 0.0052428073, 0.024624327, -0.022914855, 0.00029478932, -0.00072979915, 0.030319722, 0.01590285, 0.013528093, 0.0014827633, -0.04481959, -0.002246698, 0.005437626, 0.0067178546, -0.01104755, 0.04601512, 0.0007264031, 0.007177582, -0.03593155, -0.028968034, -0.015017968, 0.030598156, 0.0068238424, -0.0036107067, 0.00018506015, -0.026621515, -0.015370317, -0.027226727, -0.020390179, 0.0014063116, -0.010605281, -0.009006077, 0.016353823, -0.019107202, -0.0031140507, -0.019426478, 0.025091097, 0.034251627, 0.019613424, 0.012113024, -0.012563047, -0.009209742, -0.03183142, 0.00045801667, 0.013593103, 0.021374967, 0.004098267, -0.021035472, -0.008954806, -0.026146257, -0.00808132, 0.0007608809, 0.025827996, 0.0034902024, -0.02466294, -0.010542613, -0.046035755, -0.022054387, 0.012633468, 0.0039752405, 0.033505745, -0.04739397, 0.026828513, 0.022702945, -0.016581161, 0.008280968, -0.037920132, -0.029192604, -0.008320316, 0.026699776, 0.018550007, 0.022870949, -0.016053064, 0.012868668, 0.06298864, 0.026439587, 0.008760235, -0.03138692, -0.058027785, 0.0066270833, 0.0027203884, 0.06898468, -0.0035589042, 0.005992453, -0.050865915, -0.023928026, 0.02057121, -0.014602773, 0.018146498, 0.0046906183, 0.0072118016, -0.018076703, -0.018825, 0.021173287, -0.00070179644, -0.013325383, 0.034288168, 0.00039511404, 0.016479779, 0.025012914, 0.02036765, 0.013435064, 0.006899437, 0.0055037723, 0.015876835, 0.004661553, 0.015088842, 0.010752506, 0.09112545, -0.012765537, -0.014591569, -0.004792127, -0.010875438, 0.002973248, 0.009037072, -0.0035017575, 0.015441169, 0.018793909, 0.026084276, 0.0635162, 0.0060143303, -0.0042918627, -0.00794466, -0.027579557, 0.009257637, -0.0062947776, 0.017873475, 0.03940937, 0.006011932, -0.031958554, 0.018684514, -0.011153398, 0.030759042, -0.013976325, 0.006845003, -0.006932182, -0.032109894, 0.008613172, 0.0018186831, 0.0061591994, -0.021618426, 0.025455782, -0.019541599, 0.0134161925, 0.027171193, -0.043657936, 0.008281867, -0.0004861061, -0.022060916, -0.0034759613, 0.0037464113, -0.011889207, 0.026371906, -0.0022963262, -0.009161937, 0.0015618318, 0.029341891, -0.020022992, 0.02423504, -0.021743136, 0.047851123, -0.012881844, -0.0025818718, -0.0118778795, -0.016924867, 0.030922508, 0.03282709, 0.0288695, -0.026959004, 0.0145552065, 0.0030437342, -0.002297124, -0.005351075, 0.016518977, 0.018235093, 0.58286494, -0.016991181, 0.009357987, 0.019913603, 0.04092489, -0.02202042, 0.019397788, -0.05322915, 0.0064242915, 0.022084037, 0.008623449, 0.013745107, -0.0040227664, -0.00023114747, -0.02395534, -0.0429753, 0.018872628, -0.13610592, -0.028407741, 0.03252076, -0.018390307, -0.057917453, -0.032516453, 0.008523764, -0.021012628, 0.013151254, 0.009691679, 0.010219881, -0.04743915, 0.009016004, -0.0166657, -0.0064494074, 0.0102433525, -0.027079046, 0.010940602, 0.017006394, 0.013215433, -0.034850564, 0.04852361, 0.009915955, -0.035658725, 0.011317003, -0.010950814, -0.07369123, -0.021692831, -0.00020748704, -0.005991289, 0.0060241297, -0.020812104, -4.346391e-05, 0.030282682, 0.009963412, 0.030281253, 0.0098878825, 0.026246889, 0.0046954113, -0.010139091, -0.036853924, -0.0046558324, -0.0012006268, 0.03205683, -0.004685533, 0.02197746, 0.003929402, 0.0015161673, -0.027996242, 0.012188125, -0.003999788, -0.00535296, -0.05813809, -0.0052884337, 0.0069750226, 0.04756537, -0.016353367, 0.0039846012, 0.0009073591, 0.0030508689, 0.029643647, -0.018188167, 0.020693088, 0.028205687, 0.017230278, -0.03205943, -0.022757197, 0.027554478, -0.0076042945, 0.007691949, 0.08267799, 0.020727387, -0.004253697, 0.04652256, -0.056976944, 0.0010630186, 0.025737645, 0.0018061539, -0.015934601, -0.021022677, -0.0032044647, 0.033847332, 0.015177653, 0.030891003, 0.02167029, 0.03376966, 0.0010571561, -0.031214181, 0.008808137, 0.010728512, 0.0021883077, 0.038426585, 0.014862063, -0.032917827, -0.037848625, 0.019177016, -0.010305263, 0.0105690295, 0.03726249, -0.04582135, 0.0017386994, -0.0049135685, -0.01814339, 0.02210006, 0.02795919, 0.0027339542, -0.0148129035, 0.034628104, -0.00070909044, 0.024033407, 0.006876651, -0.0093807, 0.02751026, 0.017170522, -0.017048372, -0.027176665, 0.0065781265, -0.022234932, 0.01755346, 0.005926088, 0.017442342, 0.0034924967, -0.045846477, -0.030306585, 0.029571105, 0.039783392, -0.029174691, 0.010967849, -0.0293053, 0.0064548464, -0.0038813828, 0.013190653, -0.013088333, 0.03219235, 0.033367082, -0.004339257, 0.0077763665, 0.006429611, 0.016640337, -0.019624773, 0.010649777, 0.0063833552, -0.011072218, 0.019603921, -0.010682371, -0.014590191, -0.038790576, -0.009856405, -0.008293705, 0.012378166, -0.005156759, -0.031868305, -0.04681546, -0.012623219, -0.045828726, 0.0233069, 0.010389594, -0.025331214, -0.012320826, -0.013957185, 0.033070337, 0.04810175, 0.021047184, 0.02469271, 0.114386104, 0.05367643, 0.0044402764, -0.016871355, 0.009147806, 0.00685447, -0.008014311, -0.013330278, 0.0069775195, -0.020321634, 0.006550231, 0.07802831, 0.009368391, -0.009813373, 0.013193294, -0.008800183, 0.024102656, -0.00040900745, -0.029420676]"
style | Clean-lined modern style,"[0.01654494, 0.04899089, 0.021291686, 0.0069683064, -0.011454818, 0.002031057, -0.015429335, -0.0790661, -0.01222732, 0.008360826, -0.012641552, -0.004407158, 0.016586322, -0.008002066, 0.009030012, 0.010653025, -0.0029570514, 0.0023158304, -0.01743184, 0.03067231, -0.0024463816, -0.0038147196, 0.021749243, 0.0042214147, -0.006024015, 0.0055470415, 0.010085952, -0.00066682004, -0.008220923, -0.017741058, 0.030514397, -0.03993719, 0.003368302, 0.009879093, -0.054844003, -0.008538778, 0.034407254, -0.023637475, -0.007067265, 0.0051339124, -0.014030041, 0.0053432463, -0.001290524, 0.0014775178, 0.012968384, -0.01859188, -0.02585473, 0.0041858573, 0.0020137052, 0.010453934, -0.008974145, -0.022125542, -0.0048537273, -0.011339337, 0.006673964, -0.009270289, -0.021427512, -0.004483559, -0.023692077, 0.0010088314, -0.030633736, -0.005195532, -0.013728127, 0.004315954, 0.0025445437, 0.021788424, 0.047707662, 0.006838326, 0.023011904, 0.0029524008, -0.013623239, -0.023507146, 0.02569863, 0.02375332, 0.020648377, 0.014419485, 0.017177314, 0.020937426, 0.018810917, -0.021779247, -0.0075932755, -0.015275204, -0.00969924, 0.024082161, 0.00963935, 0.008522587, 0.02319667, -0.027726294, -0.023300586, -0.011155401, -0.02224274, -0.01568152, -0.10345878, -0.0035190338, -0.0074036936, -0.024667297, 0.034953363, 0.012881345, 0.04473945, -0.0048229545, -0.012844946, -0.016655842, 0.01425273, 0.011971767, 0.017545767, -0.008503067, -0.005026048, 0.017206524, 0.03903742, -0.009064109, -0.021061726, 0.030646402, 0.015117932, 0.03124027, -0.011438441, -0.028117327, 0.02893937, -0.029285515, 0.021897916, 0.01573801, 0.03124325, -0.005151305, 0.018317979, -0.018825656, 0.017635264, -0.034235634, -0.032203384, 0.0038835357, 0.01694234, -0.022891847, -0.0024438363, -0.007842218, -0.0070940857, 0.6025597, -0.005844533, -0.017919868, -0.021742433, 0.05101907, 0.010458295, 0.00047457608, -0.012358769, -0.0054592662, -0.0007925914, 0.027244704, -0.0008776346, 0.007933507, 0.005143599, -0.06350033, 0.008511986, 0.009690917, -0.0057856743, -0.010235302, 0.02690094, 0.0044655404, 0.008279692, -0.03776885, -0.012835804, -0.011165437, 0.016420882, -0.0014375774, -0.0016106643, -0.0114019215, -0.025670681, -0.031541053, -0.037220914, -0.021304099, -0.004667067, -0.009027754, 0.0062003923, 0.016440336, -0.0075931773, -0.016748931, -0.015513998, 0.016541794, 0.016890706, 0.02672089, 0.0041802768, -0.0069162687, -0.0038103785, -0.01623996, -0.0025307874, 0.010361635, -0.0016102191, -0.01491683, -0.02439732, -0.009151956, -0.005898083, -0.0018993292, -0.01172026, 0.01944944, 0.0048237965, -0.01974662, -0.007149304, -0.021221593, -0.031094436, 0.008197132, 0.009695341, 0.023867002, -0.058078155, 0.01814336, 0.013417568, -0.021761222, 0.010236324, -0.023311157, -0.0029696443, -0.022562265, 0.030183582, -0.0036416561, 0.01625341, -0.0028953843, 0.018915929, 0.066802844, 0.0019765564, 0.017905133, -0.022684462, -0.040798962, 0.007508321, 0.015934661, 0.069256715, 0.015946751, 0.014074317, -0.020043686, -0.026201265, 0.0074792136, -0.0003257369, -0.010200934, -0.011593114, 0.00032908702, -0.019341486, -0.025998866, 0.0142544545, 0.0013523123, 0.016936272, 0.012090363, 0.013866245, 0.021600634, 0.0052763475, 0.004553676, 0.0041449214, -0.0015450567, 0.016046684, 0.017359229, -0.008709259, 0.028043436, -0.0049784244, 0.08563213, 0.010605663, -0.0048894533, -0.014582075, -0.0101082465, -0.0049869036, 0.0011413416, 0.006171995, 0.0150672905, 0.0101132365, 0.019696105, 0.040716566, 0.00711333, -0.016141316, 0.011394729, -0.0292309, 0.022024145, -0.00180893, 0.0064135, 0.024264498, 0.0068484177, -0.028943641, 0.004927899, -0.0074072764, 0.018587396, -0.019408131, 0.020887846, 0.001423152, -0.02154198, 0.00025197596, -0.0037392995, 0.014852348, -0.020516949, 0.005991765, -0.012489937, 0.025681008, 0.012039962, -0.027410667, 0.0032707017, -0.008914546, -0.007342596, -0.0071061654, -0.0044318, -0.021755144, -0.0018799206, 0.005878056, -0.01612954, 0.0139292125, 0.03629346, -0.0011184976, 0.023596002, -0.03974785, 0.033301335, -0.006697619, 0.019061564, -0.011472785, -0.012526258, 0.020148767, 0.041847695, 0.004378244, -0.007590583, 0.008618983, -0.0043899044, 0.019231623, -0.009261189, -0.003902894, 0.043890193, 0.6017763, 0.024137855, 0.014526504, 0.025786195, 0.04835291, -0.010911397, 0.029319411, -0.038297743, -0.0026470697, 0.0196644, 0.007303495, 0.007859832, 0.012477078, -0.023278728, -0.019796452, -0.033033386, 0.021860758, -0.15611117, 0.0015356746, 0.03845783, -0.006953383, -0.057727765, -0.029871387, 0.008465739, -0.01129963, 0.007761715, -0.021202717, 0.0036578984, -0.030142898, -0.005323939, -0.0062401323, -0.014978986, 0.017147528, -0.010748978, 0.00012744397, 0.024090858, 0.030656938, -0.025560288, 0.045753665, 0.004744481, -0.0077545107, 0.02878844, -0.021072568, -0.040589746, -0.018375859, 0.01256151, -0.006489609, 0.024359584, -0.04290612, -0.011259589, 0.026933322, 0.01365191, -0.0038716525, -0.0026664117, 0.025603773, 0.008561402, 0.0065561133, -0.026207047, 0.0079440335, -0.0065254867, 0.022398895, 0.033862926, 0.004531418, 0.03462107, 0.0065767015, -0.016844517, 0.043056913, 0.01153999, -0.0073818066, -0.038762428, 0.0015668476, -0.015728775, 0.04810239, -0.018154992, 0.0014866263, 0.004318399, -0.012911325, 0.023191577, -0.009128701, 0.01949108, 0.005995152, -0.000869476, -0.018101834, -0.00827653, 0.024041226, 0.002469523, 0.017430978, 0.06100881, 0.008223339, 0.003939795, 0.055672504, -0.040479634, -0.016301125, -0.0010043138, 0.021626012, 0.023565847, -0.024436139, -0.0028825444, 0.026795419, 0.0021565778, 0.021397652, 0.031305585, 0.044794578, 0.017329346, -0.018803634, 0.006278839, -0.000449634, 0.0073513137, 0.016864063, 0.005868015, -0.02554862, -0.028475182, 0.0043218643, -0.017262034, 0.0060476637, 0.018357806, -0.042416908, 0.0046036565, -0.0066167153, -0.012109543, 0.042549986, 0.016204946, 0.016178695, -0.00380518, 0.006013387, -0.0044193333, 0.024062615, -0.0022963895, -0.03227975, -0.0076993364, 0.018383639, -0.005683421, 0.0076052374, 0.00301793, -0.030050501, 0.003607682, 0.0066072904, 0.0069223316, 0.0056141596, -0.042573478, -0.016992807, 0.03235131, 0.048722655, -0.036329128, 0.014284477, -0.018930752, 0.020472161, -0.0039492496, 0.0048162965, -0.009038067, 0.039468918, 0.022010596, -0.0050670365, -0.009631538, -0.012461855, -0.00029465312, -0.014770686, 0.00513704, 0.020377468, -0.011951383, 0.041942857, -0.015719218, -0.014385429, -0.012888962, 0.0065462454, -0.02494413, -0.009279136, 0.0076531824, -0.015805341, -0.05229484, 0.005452102, -0.055031, 0.02145421, 0.032141972, -0.014517771, 0.00057046907, -0.004275902, 0.045995392, 0.034110136, 0.015151268, 0.030689491, 0.08834008, 0.034286696, 0.001414041, -0.007070422, -0.011995766, -0.014193809, -0.006859992, 0.008872402, 0.0011158586, -0.0027884953, 0.013427962, 0.06139392, 0.00928396, 0.00041770295, 0.016556943, -0.0027478978, 0.028522337, 0.0025598567, -0.010963799]"
